annee;filiere;libelle_grand_secteur;conso;code_region;libelle_region
2020;Electricité;Tertiaire;135719.2771;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;1204.307968;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;17371.36323;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;106935.3465;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;62186.18198;84;Auvergne-Rhône-Alpes
2020;Electricité;Secteur Inconnu;6634.348055;84;Auvergne-Rhône-Alpes
2020;Electricité;Agriculture;390022.7856;84;Auvergne-Rhône-Alpes
2020;Electricité;Secteur Inconnu;228033.5269;84;Auvergne-Rhône-Alpes
2020;Electricité;Résidentiel;18964849.17;84;Auvergne-Rhône-Alpes
2020;Electricité;Agriculture;165938.5212;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Industrie;81973.63397;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Industrie;124359.2553;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Industrie;20213.13193;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Industrie;11793.69868;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Industrie;6105.851607;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;59604.7096;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;222.5372317;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;1127159.238;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;13387.31051;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;473923.9464;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;236390.8733;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;162060.5266;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;141651.7593;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;226563.0729;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;3237.354167;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;10006.14155;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;7924.673338;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;16481.98009;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;254394.8181;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;99124.67103;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;84283.83433;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;7793.983484;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;32685.13132;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Résidentiel;14712618.98;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Industrie;343.2037269;XX;Non affecté à une région
2020;Electricité;Industrie;190.8764941;XX;Non affecté à une région
2020;Electricité;Secteur Inconnu;59.628367;XX;Non affecté à une région
2020;Electricité;Tertiaire;55.85628498;XX;Non affecté à une région
2020;Electricité;Industrie;722.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Industrie;78.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;3231.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;947.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;481.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;71.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;180.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;7556.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;11.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;44.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;1543.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;1193.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;83.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;641.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Tertiaire;75.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Industrie;836.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Résidentiel;39353.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Agriculture;0.0;76;Occitanie
2020;Electricité;Industrie;18453.759;44;Grand Est
2020;Electricité;Tertiaire;621.357;44;Grand Est
2020;Electricité;Secteur Inconnu;4045.605;44;Grand Est
2020;Electricité;Tertiaire;5186.855;44;Grand Est
2020;Electricité;Secteur Inconnu;1222.906;44;Grand Est
2020;Electricité;Résidentiel;13165.112;44;Grand Est
2020;Electricité;Industrie;59.263;44;Grand Est
2020;Electricité;Résidentiel;4188.159;44;Grand Est
2020;Electricité;Tertiaire;3689.401;44;Grand Est
2020;Electricité;Secteur Inconnu;10659.457;44;Grand Est
2020;Electricité;Secteur Inconnu;2817.415;44;Grand Est
2020;Electricité;Industrie;1927.937;44;Grand Est
2020;Electricité;Résidentiel;25309.681;44;Grand Est
2020;Electricité;Industrie;1931.0;76;Occitanie
2020;Electricité;Industrie;88.0;76;Occitanie
2020;Electricité;Industrie;1476.0;76;Occitanie
2020;Electricité;Industrie;201.0;76;Occitanie
2020;Electricité;Tertiaire;632.0;76;Occitanie
2020;Electricité;Tertiaire;5134.0;76;Occitanie
2020;Electricité;Tertiaire;172.0;76;Occitanie
2020;Electricité;Tertiaire;190.0;76;Occitanie
2020;Electricité;Tertiaire;36.0;76;Occitanie
2020;Electricité;Agriculture;452.0;76;Occitanie
2020;Electricité;Industrie;1545.0;44;Grand Est
2020;Electricité;Industrie;11008.0;44;Grand Est
2020;Electricité;Industrie;147.0;44;Grand Est
2020;Electricité;Industrie;50.0;44;Grand Est
2020;Electricité;Industrie;72.0;44;Grand Est
2020;Electricité;Tertiaire;506.0;44;Grand Est
2020;Electricité;Tertiaire;89.0;44;Grand Est
2020;Electricité;Tertiaire;64.0;44;Grand Est
2020;Electricité;Tertiaire;143.0;44;Grand Est
2020;Electricité;Tertiaire;2255.0;44;Grand Est
2020;Electricité;Tertiaire;60.0;44;Grand Est
2020;Electricité;Industrie;797.0;44;Grand Est
2020;Electricité;Secteur Inconnu;14422.405;75;Nouvelle-Aquitaine
2020;Electricité;Agriculture;57059.222;75;Nouvelle-Aquitaine
2020;Electricité;Agriculture;1412.275;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;494.199;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;4478.328;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;6175.418;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;6604.521;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;9669.103;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;8195.096;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;1454.777;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;16069.08;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;317.736;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;3777.12;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;1293.464;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;2296.58;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;3975.623;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;705.25;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;226.092;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;18135.502;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;2056.702;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;989.856;75;Nouvelle-Aquitaine
2020;Electricité;Agriculture;50294.554;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;6276.612;75;Nouvelle-Aquitaine
2020;Electricité;Secteur Inconnu;21921.867;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;12683.986;84;Auvergne-Rhône-Alpes
2020;Electricité;Industrie;2789.34;84;Auvergne-Rhône-Alpes
2020;Electricité;Industrie;9955.651;84;Auvergne-Rhône-Alpes
2020;Electricité;Industrie;585.546;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;212.629;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;22658.05;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;1432.795;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;436.679;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;45.677;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;4894.467;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;1853.711;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;456.688;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;19092.954;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;77168.825;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;73.018;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;353.554;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;460.18;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;2276.998;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;5110.016;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;6614.212;84;Auvergne-Rhône-Alpes
2020;Electricité;Secteur Inconnu;140590.106;84;Auvergne-Rhône-Alpes
2020;Electricité;Résidentiel;65333.0;44;Grand Est
2020;Electricité;Tertiaire;172.072;44;Grand Est
2020;Electricité;Secteur Inconnu;301.0;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Secteur Inconnu;148.58;44;Grand Est
2020;Electricité;Résidentiel;6897.936;44;Grand Est
2020;Electricité;Secteur Inconnu;1290.917;11;Île-de-France
2020;Electricité;Résidentiel;45381.416;28;Normandie
2020;Electricité;Industrie;0.0;76;Occitanie
2020;Electricité;Tertiaire;29.0;76;Occitanie
2020;Electricité;Secteur Inconnu;12595.0;75;Nouvelle-Aquitaine
2020;Electricité;Secteur Inconnu;437.0;76;Occitanie
2020;Electricité;Industrie;0.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;273.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Agriculture;148.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Résidentiel;2514.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Industrie;129.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;96.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;871.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;120.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;0.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;206.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Agriculture;166.0;32;Hauts-de-France
2020;Electricité;Résidentiel;2451.0;32;Hauts-de-France
2020;Electricité;Tertiaire;443.0;76;Occitanie
2020;Electricité;Résidentiel;2284.0;76;Occitanie
2020;Electricité;Industrie;20500.133;44;Grand Est
2020;Electricité;Tertiaire;11532.797;44;Grand Est
2020;Electricité;Résidentiel;31186.744;44;Grand Est
2020;Electricité;Industrie;5.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;1.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;162.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;28.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;21.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;224.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;5.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;12.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;1.0;75;Nouvelle-Aquitaine
2020;Electricité;Secteur Inconnu;1862.0;75;Nouvelle-Aquitaine
2020;Electricité;Résidentiel;21415.0;75;Nouvelle-Aquitaine
2020;Electricité;Agriculture;0.0;76;Occitanie
2020;Electricité;Industrie;517.787;44;Grand Est
2020;Electricité;Tertiaire;2375.128;44;Grand Est
2020;Electricité;Résidentiel;8591.812;44;Grand Est
2020;Electricité;Industrie;0.0;76;Occitanie
2020;Electricité;Tertiaire;196.0;76;Occitanie
2020;Electricité;Résidentiel;2212.0;76;Occitanie
2020;Electricité;Industrie;7584.159;44;Grand Est
2020;Electricité;Tertiaire;8300.971;44;Grand Est
2020;Electricité;Industrie;2762.733;32;Hauts-de-France
2020;Electricité;Industrie;3851.0;76;Occitanie
2020;Electricité;Résidentiel;2659.0;76;Occitanie
2020;Electricité;Industrie;2458.0;76;Occitanie
2020;Electricité;Tertiaire;72.0;76;Occitanie
2020;Electricité;Agriculture;202.0;27;Bourgogne-Franche-Comté
2020;Electricité;Tertiaire;2929.0;27;Bourgogne-Franche-Comté
2020;Electricité;Secteur Inconnu;212.0;27;Bourgogne-Franche-Comté
2020;Electricité;Résidentiel;10459.0;76;Occitanie
2020;Electricité;Agriculture;0.0;76;Occitanie
2020;Electricité;Agriculture;0.0;76;Occitanie
2020;Electricité;Industrie;4555.0;76;Occitanie
2020;Electricité;Résidentiel;9850.0;76;Occitanie
2020;Electricité;Industrie;2455.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Tertiaire;2531.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Résidentiel;4777.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Secteur Inconnu;3840.014;44;Grand Est
2020;Electricité;Secteur Inconnu;76.854;44;Grand Est
2020;Electricité;Secteur Inconnu;2661.367;44;Grand Est
2020;Electricité;Résidentiel;15751.132;44;Grand Est
2020;Electricité;Tertiaire;123.0;76;Occitanie
2020;Electricité;Résidentiel;10613.0;76;Occitanie
2020;Electricité;Secteur Inconnu;760.0;76;Occitanie
2020;Electricité;Industrie;260.735;84;Auvergne-Rhône-Alpes
2020;Electricité;Secteur Inconnu;11268.672;84;Auvergne-Rhône-Alpes
2020;Electricité;Secteur Inconnu;6079.555;84;Auvergne-Rhône-Alpes
2020;Electricité;Secteur Inconnu;12208.0;75;Nouvelle-Aquitaine
2020;Electricité;Résidentiel;9669.0;75;Nouvelle-Aquitaine
2020;Electricité;Secteur Inconnu;391.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Industrie;588.0;76;Occitanie
2020;Electricité;Industrie;54.0;76;Occitanie
2020;Electricité;Industrie;198.0;76;Occitanie
2020;Electricité;Industrie;448.0;76;Occitanie
2020;Electricité;Tertiaire;281.0;76;Occitanie
2020;Electricité;Tertiaire;89.0;76;Occitanie
2020;Electricité;Tertiaire;355.0;76;Occitanie
2020;Electricité;Tertiaire;145.0;76;Occitanie
2020;Electricité;Résidentiel;4757.0;76;Occitanie
2020;Electricité;Industrie;258680.841;11;Île-de-France
2020;Electricité;Industrie;36569.846;11;Île-de-France
2020;Electricité;Tertiaire;427249.483;11;Île-de-France
2020;Electricité;Tertiaire;190827.343;11;Île-de-France
2020;Electricité;Industrie;20653.772;24;Centre-Val de Loire
2020;Electricité;Industrie;16416.982;24;Centre-Val de Loire
2020;Electricité;Industrie;18909.45;27;Bourgogne-Franche-Comté
2020;Electricité;Industrie;135406.277;27;Bourgogne-Franche-Comté
2020;Electricité;Industrie;660.516;27;Bourgogne-Franche-Comté
2020;Electricité;Tertiaire;618166.786;27;Bourgogne-Franche-Comté
2020;Electricité;Tertiaire;63532.351;27;Bourgogne-Franche-Comté
2020;Electricité;Industrie;391021.788;28;Normandie
2020;Electricité;Industrie;2006033.758;28;Normandie
2020;Electricité;Industrie;329689.178;28;Normandie
2020;Electricité;Industrie;141831.057;28;Normandie
2020;Electricité;Industrie;28148.285;28;Normandie
2020;Electricité;Industrie;888428.518;32;Hauts-de-France
2020;Electricité;Industrie;21410.961;32;Hauts-de-France
2020;Electricité;Industrie;6342936.386;32;Hauts-de-France
2020;Electricité;Industrie;43804.205;32;Hauts-de-France
2020;Electricité;Industrie;80250.509;32;Hauts-de-France
2020;Electricité;Tertiaire;1018.927;32;Hauts-de-France
2020;Electricité;Tertiaire;86280.565;32;Hauts-de-France
2020;Electricité;Industrie;445221.6;44;Grand Est
2020;Electricité;Industrie;17836.029;44;Grand Est
2020;Electricité;Industrie;1402747.121;44;Grand Est
2020;Electricité;Industrie;75358.997;44;Grand Est
2020;Electricité;Industrie;407930.73;44;Grand Est
2020;Electricité;Industrie;21513.287;44;Grand Est
2020;Electricité;Industrie;64416.519;44;Grand Est
2020;Electricité;Industrie;105047.94;44;Grand Est
2020;Electricité;Tertiaire;9042.33;44;Grand Est
2020;Electricité;Industrie;29106.929;52;Pays de la Loire
2020;Electricité;Industrie;381177.472;52;Pays de la Loire
2020;Electricité;Industrie;309417.674;52;Pays de la Loire
2020;Electricité;Industrie;102421.178;52;Pays de la Loire
2020;Electricité;Industrie;178151.045;52;Pays de la Loire
2020;Electricité;Industrie;72796.52;52;Pays de la Loire
2020;Electricité;Tertiaire;261333.648;52;Pays de la Loire
2020;Electricité;Industrie;51245.166;53;Bretagne
2020;Electricité;Tertiaire;28136.125;53;Bretagne
2020;Electricité;Industrie;529504.979;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;20464.18;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;120547.942;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;79919.867;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;40647.449;76;Occitanie
2020;Electricité;Industrie;505480.696;76;Occitanie
2020;Electricité;Industrie;32041.374;76;Occitanie
2020;Electricité;Industrie;153878.397;76;Occitanie
2020;Electricité;Tertiaire;2404.651;76;Occitanie
2020;Electricité;Tertiaire;14210.957;76;Occitanie
2020;Electricité;Tertiaire;46646.441;76;Occitanie
2020;Electricité;Industrie;25467.266;84;Auvergne-Rhône-Alpes
2020;Electricité;Industrie;14891.494;84;Auvergne-Rhône-Alpes
2020;Electricité;Industrie;338916.93;84;Auvergne-Rhône-Alpes
2020;Electricité;Industrie;3925523.583;84;Auvergne-Rhône-Alpes
2020;Electricité;Industrie;100071.767;84;Auvergne-Rhône-Alpes
2020;Electricité;Industrie;156438.553;84;Auvergne-Rhône-Alpes
2020;Electricité;Industrie;673136.299;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Industrie;83712.777;93;Provence-Alpes-Côte d'Azur
2020;Electricité;Agriculture;0.0;32;Hauts-de-France
2020;Electricité;Secteur Inconnu;146.0;32;Hauts-de-France
2020;Electricité;Agriculture;261.0;32;Hauts-de-France
2020;Electricité;Résidentiel;0.0;24;Centre-Val de Loire
2020;Electricité;Secteur Inconnu;46058.973;32;Hauts-de-France
2020;Electricité;Résidentiel;104550.157;32;Hauts-de-France
2020;Electricité;Industrie;23803.0;32;Hauts-de-France
2020;Electricité;Industrie;3.0;32;Hauts-de-France
2020;Electricité;Industrie;25.0;32;Hauts-de-France
2020;Electricité;Industrie;150.0;32;Hauts-de-France
2020;Electricité;Industrie;97.0;32;Hauts-de-France
2020;Electricité;Tertiaire;54.0;32;Hauts-de-France
2020;Electricité;Tertiaire;3907.0;32;Hauts-de-France
2020;Electricité;Tertiaire;374.0;32;Hauts-de-France
2020;Electricité;Tertiaire;161.0;32;Hauts-de-France
2020;Electricité;Tertiaire;871.0;32;Hauts-de-France
2020;Electricité;Tertiaire;22.0;32;Hauts-de-France
2020;Electricité;Tertiaire;77.0;32;Hauts-de-France
2020;Electricité;Agriculture;864.0;11;Île-de-France
2020;Electricité;Industrie;1355.0;11;Île-de-France
2020;Electricité;Résidentiel;43615.0;11;Île-de-France
2020;Electricité;Secteur Inconnu;16883.0;44;Grand Est
2020;Electricité;Secteur Inconnu;3846.618;76;Occitanie
2020;Electricité;Résidentiel;22331.612;76;Occitanie
2020;Electricité;Secteur Inconnu;21432.544;24;Centre-Val de Loire
2020;Electricité;Résidentiel;84746.0;27;Bourgogne-Franche-Comté
2020;Electricité;Industrie;422.0;32;Hauts-de-France
2020;Electricité;Industrie;1319.0;32;Hauts-de-France
2020;Electricité;Industrie;62552.0;32;Hauts-de-France
2020;Electricité;Industrie;3211.0;32;Hauts-de-France
2020;Electricité;Industrie;431.0;32;Hauts-de-France
2020;Electricité;Industrie;1438.0;32;Hauts-de-France
2020;Electricité;Industrie;1775.0;32;Hauts-de-France
2020;Electricité;Tertiaire;1154.0;32;Hauts-de-France
2020;Electricité;Tertiaire;3473.0;32;Hauts-de-France
2020;Electricité;Tertiaire;5216.0;32;Hauts-de-France
2020;Electricité;Tertiaire;50.0;32;Hauts-de-France
2020;Electricité;Tertiaire;462.0;32;Hauts-de-France
2020;Electricité;Tertiaire;2330.0;32;Hauts-de-France
2020;Electricité;Tertiaire;4735.0;32;Hauts-de-France
2020;Electricité;Tertiaire;733.0;32;Hauts-de-France
2020;Electricité;Tertiaire;737.0;32;Hauts-de-France
2020;Electricité;Tertiaire;31466.0;32;Hauts-de-France
2020;Electricité;Agriculture;40440.0;24;Centre-Val de Loire
2020;Electricité;Industrie;12128.0;24;Centre-Val de Loire
2020;Electricité;Industrie;5275.0;24;Centre-Val de Loire
2020;Electricité;Industrie;40942.0;24;Centre-Val de Loire
2020;Electricité;Industrie;5887.0;24;Centre-Val de Loire
2020;Electricité;Industrie;4088.0;24;Centre-Val de Loire
2020;Electricité;Industrie;7216.0;24;Centre-Val de Loire
2020;Electricité;Industrie;339.0;24;Centre-Val de Loire
2020;Electricité;Industrie;2018.0;24;Centre-Val de Loire
2020;Electricité;Tertiaire;12312.0;24;Centre-Val de Loire
2020;Electricité;Tertiaire;2243.0;24;Centre-Val de Loire
2020;Electricité;Tertiaire;75.0;24;Centre-Val de Loire
2020;Electricité;Tertiaire;55.0;24;Centre-Val de Loire
2020;Electricité;Tertiaire;7903.0;24;Centre-Val de Loire
2020;Electricité;Tertiaire;3446.0;24;Centre-Val de Loire
2020;Electricité;Tertiaire;116.0;24;Centre-Val de Loire
2020;Electricité;Tertiaire;328.0;24;Centre-Val de Loire
2020;Electricité;Tertiaire;1110.0;24;Centre-Val de Loire
2020;Electricité;Agriculture;3394.0;24;Centre-Val de Loire
2020;Electricité;Secteur Inconnu;1616.0;24;Centre-Val de Loire
2020;Electricité;Secteur Inconnu;25978.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Agriculture;30.0;24;Centre-Val de Loire
2020;Electricité;Secteur Inconnu;0.0;24;Centre-Val de Loire
2020;Electricité;Résidentiel;128.0;24;Centre-Val de Loire
2020;Electricité;Secteur Inconnu;104.0;52;Pays de la Loire
2020;Electricité;Agriculture;174.0;52;Pays de la Loire
2020;Electricité;Secteur Inconnu;101.0;52;Pays de la Loire
2020;Electricité;Résidentiel;2152.0;52;Pays de la Loire
2020;Electricité;Agriculture;155.0;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;49766.0;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;476.0;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;2251.0;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;30.0;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;258.0;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;5475.0;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;14595.0;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;1029.0;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;3345.0;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;196.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;677.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;6547.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;47.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;20641.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;2237.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;1436.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;1029.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;18.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;23.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;2212.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;35.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;815.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;109.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;3333.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;138.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;11700.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;7736.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;1058.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;60.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;45.0;75;Nouvelle-Aquitaine
2020;Electricité;Industrie;3164.0;75;Nouvelle-Aquitaine
2020;Electricité;Tertiaire;22814.0;75;Nouvelle-Aquitaine
2020;Electricité;Résidentiel;681346.0;75;Nouvelle-Aquitaine
2020;Electricité;Agriculture;75.0;44;Grand Est
2020;Electricité;Industrie;4565.0;44;Grand Est
2020;Electricité;Industrie;1585.0;44;Grand Est
2020;Electricité;Industrie;69.0;44;Grand Est
2020;Electricité;Industrie;255832.0;44;Grand Est
2020;Electricité;Industrie;79482.0;44;Grand Est
2020;Electricité;Industrie;61599.0;44;Grand Est
2020;Electricité;Industrie;55514.0;44;Grand Est
2020;Electricité;Industrie;93530.0;44;Grand Est
2020;Electricité;Industrie;239247.0;44;Grand Est
2020;Electricité;Industrie;505.0;44;Grand Est
2020;Electricité;Tertiaire;3494.0;44;Grand Est
2020;Electricité;Tertiaire;327.0;44;Grand Est
2020;Electricité;Tertiaire;1132.0;44;Grand Est
2020;Electricité;Tertiaire;179.0;44;Grand Est
2020;Electricité;Tertiaire;4951.0;44;Grand Est
2020;Electricité;Tertiaire;3444.0;44;Grand Est
2020;Electricité;Tertiaire;1564.0;44;Grand Est
2020;Electricité;Tertiaire;57465.0;44;Grand Est
2020;Electricité;Tertiaire;25432.0;44;Grand Est
2020;Electricité;Tertiaire;1730.0;44;Grand Est
2020;Electricité;Tertiaire;18549.0;44;Grand Est
2020;Electricité;Tertiaire;412.0;44;Grand Est
2020;Electricité;Tertiaire;2749.0;44;Grand Est
2020;Electricité;Tertiaire;32823.0;44;Grand Est
2020;Electricité;Tertiaire;2075.0;44;Grand Est
2020;Electricité;Tertiaire;2976.0;44;Grand Est
2020;Electricité;Tertiaire;53774.0;44;Grand Est
2020;Electricité;Tertiaire;429305.0;44;Grand Est
2020;Electricité;Secteur Inconnu;19283.0;44;Grand Est
2020;Electricité;Résidentiel;2086864.0;44;Grand Est
2020;Electricité;Agriculture;0.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Secteur Inconnu;0.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Agriculture;52.0;84;Auvergne-Rhône-Alpes
2020;Electricité;Secteur Inconnu;14205.0;27;Bourgogne-Franche-Comté
2020;Electricité;Industrie;7844.395;24;Centre-Val de Loire
2020;Electricité;Industrie;257.93;24;Centre-Val de Loire
2020;Electricité;Industrie;2273.127;24;Centre-Val de Loire
2020;Electricité;Industrie;10705.149;24;Centre-Val de Loire
2020;Electricité;Industrie;65.343;24;Centre-Val de Loire
2020;Electricité;Industrie;128.164;24;Centre-Val de Loire
2020;Electricité;Industrie;2606.001;24;Centre-Val de Loire
2020;Electricité;Industrie;1860.207;24;Centre-Val de Loire
2020;Electricité;Tertiaire;495.881;24;Centre-Val de Loire
2020;Electricité;Tertiaire;4226.638;24;Centre-Val de Loire
